locus_chr	locus_start	locus_end	locus_name	locus_ngene	locus_width	locus_pheno	locus_mindistgene	locus_nspecialgene	locus_ninteractiongene	locus_hisig_type	gene_tss	gene_end	gene_locusdist_kbp	gene_closestsnp	gene_name	gene_type	gene_prob_selected	gene_signet	gene_mindist	gene_special	gene_signet+	distance_score	special_score	ppi_score	TF_score	total_score	exp_score	gene_hisig_type	ppi_deg	ppi_deg_active_cnt	ppi_deg_active_names	TF_indeg	TF_in_active_cnt	TF_in_active_names	TF_outdeg	TF_out_active_cnt	TF_out_active_names
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100428322	100434126	54.793	rs7808970	MEPCE	protein_coding	0.0	.	.	.	.	-24.02447627301826	0.0	77.83287444047306	1.90672094682894	55.71511911428375	1.0123860904589229e-06	poorsig	37	2	STK38;TTN:exome	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100436136	100436497	46.979	rs7808970	PPP1R35	protein_coding	0.0	.	.	.	.	-23.99474285948348	0.0	87.0109342011786	1.90672094682894	64.92291228852406	0.010098106244046409	poorsig	2	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100456620	100464260	26.495	rs7808970	C7orf61	protein_coding	0.0	.	.	.	.	-23.93592997247456	0.0	87.54849166290128	1.90672094682894	65.51928263725567	0.018333284893881033	poorsig	0	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100477502	100479232	5.613	rs7808970	TSC22D4	protein_coding	0.0	.	.	.	.	-23.90857287519171	0.0	85.52284831574124	1.90672094682894	63.52099638737848	0.0024853960038328914	poorsig	10	1	MYLIP	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100483927	100494802	0.812	rs7808970	NYAP1	protein_coding	0.0	.	.	.	.	-23.907296081316016	0.0	87.279335171699	1.90672094682894	65.27876003721192	0.014413937989129683	poorsig	1	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100539203	100568220	56.088	rs7808970	AGFG2	protein_coding	0.0	.	.	.	.	-24.0297520121218	0.0	87.0109342011786	1.90672094682894	64.88790313588574	0.009750696838185587	poorsig	2	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100573647	100573900	90.532	rs7808970	SAP25	protein_coding	0.0	.	.	.	.	-24.199547409499143	0.0	87.54849166290128	1.90672094682894	65.25566520023108	0.014084865010795608	poorsig	0	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100576943	100586129	93.828	rs7808970	LRCH4	protein_coding	0.0	.	.	.	.	-24.21816293995516	0.0	87.54849166290128	1.90672094682894	65.23704966977508	0.013825093174177048	poorsig	0	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100583982	100601117	100.867	rs7808970	FBXO24	protein_coding	0.0	.	.	.	.	-24.2589170615974	0.0	87.279335171699	1.90672094682894	64.92713905693054	0.01014087893192709	poorsig	1	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100602363	100608175	119.248	rs7808970	PCOLCE	protein_coding	0.0	.	.	.	.	-24.37036683828861	0.0	87.279335171699	1.90672094682894	64.81568928023933	0.0090713844893753	poorsig	1	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100612102	100615384	128.987	rs7808970	MOSPD3	protein_coding	0.0	.	.	.	.	-24.431478450991182	0.0	87.279335171699	1.90672094682894	64.75457766753675	0.008533616831355326	poorsig	1	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100641550	100642779	158.435	rs7808970	TFR2	protein_coding	0.0	.	.	.	.	-24.620070697234624	0.0	86.74328622534155	1.90672094682894	64.02993647493587	0.004134523524995845	poorsig	2	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	QT	ACHE	2.0	37.0	coloc	100643097	100656448	159.982	rs7808970	ACTL6B	protein_coding	0.0	.	.	.	.	-24.63002389446697	0.0	87.65049717960348	1.90672094682894	64.92719423196544	0.010141438470712237	poorsig	3	1	DPF3	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR+QT	ACHE	2.0	37.0	coloc	100673567	100679174	190.452	rs7808970	GNB2	protein_coding	0.0	.	.	.	.	-24.824506042179102	0.0	86.10678786894177	1.90672094682894	63.1890027735916	0.0017832515132110301	poorsig	18	4	GNG11:coloc;GNG3;KCNJ5:coloc,omim;USP50	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR+QT	ACHE	2.0	37.0	coloc	100689448	100694250	206.29	rs17881696	GIGYF1	protein_coding	0.0	.	.	.	.	-24.923452321300783	0.0	86.26251550090012	1.90672094682894	63.24578412642828	0.0018874368480254313	poorsig	13	3	MAPKAP1;SH3PXD2A;SIPA1L1	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR+QT	ACHE	2.0	37.0	coloc	100706121	100707486	189.617	rs17881696	POP7	protein_coding	0.0	.	.	.	.	-24.81923925098454	0.0	86.74328622534155	1.90672094682894	63.83076792118595	0.0033878772263539456	poorsig	2	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR+QT	ACHE	2.0	37.0	coloc	100720468	100723700	175.27	rs17881696	EPO	protein_coding	0.0	.	.	.	.	-24.72810094016753	0.0	87.0109342011786	1.90672094682894	64.18955420784002	0.004850053932512697	poorsig	2	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100733595	100797797	162.143	rs17881696	ZAN	protein_coding	0.0	.	.	.	.	-24.643922594183955	0.0	87.54849166290128	1.90672094682894	64.81129001554626	0.009031564720945726	poorsig	0	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100826820	100867010	68.918	rs17881696	SLC12A9	protein_coding	0.0	.	.	.	.	-24.086861546541325	0.0	87.279335171699	1.90672094682894	65.09919457198662	0.01204476576404232	poorsig	1	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100827115	100827523	68.623	rs17881696	EPHB4	protein_coding	0.0	.	.	.	.	-24.085456249091163	0.0	86.74328622534155	1.90672094682894	64.56455092307932	0.007056763652423273	poorsig	3	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100867387	100873454	28.351	rs17881696	TRIP6	protein_coding	0.0	.	.	.	.	-23.94001874036833	0.0	85.62985194868264	1.90672094682894	63.59655415514325	0.0026804636205304995	poorsig	13	2	FARS2;SCN10A:coloc,exome,omim	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100875103	100888664	20.635	rs17881696	SRRT	protein_coding	0.0	.	.	coloc	signet+	-23.92475161903861	2.425762480924711	86.58072617923932	1.90672094682894	66.98845798795436	0.07967003997167148	coloc	7	1	CACNA1C:omim	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100888721	100889715	7.017	rs17881696	UFSP1	protein_coding	0.0	.	.	.	.	-23.909306121620222	0.0	88.56140499574691	1.90672094682894	66.55881982095563	0.051844841359657154	poorsig	3	2	TBX3;TCF7L2	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100895886	100896974	0.148	rs17881696	ACHE	protein_coding	1.0	signet	mindist	coloc	signet+	-23.907269679227653	2.425762480924711	88.18989231068268	1.956110425985344	68.66449553836509	0.4257835657396656	coloc	1	1	HAND1	0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100949534	100968347	53.796	rs17881696	MUC3A	protein_coding	0.0	.	.	.	.	-24.020480038209	0.0	87.54849166290128	1.90672094682894	65.43473257152122	0.01684692569260252	poorsig	0	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	100969623	101018939	73.885	rs17881696	MUC12	protein_coding	0.0	.	.	.	.	-24.11111442805317	0.0	87.54849166290128	1.90672094682894	65.34409818167705	0.015387166207502924	poorsig	0	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	101020072	101058859	124.334	rs17881696	MUC17	protein_coding	0.0	.	.	.	.	-24.402149186411627	0.0	87.279335171699	1.90672094682894	64.78390693211631	0.00878760801778071	poorsig	1	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	101085481	101097967	189.743	rs17881696	TRIM56	protein_coding	0.0	.	.	.	.	-24.820034294275533	0.0	84.89062469655427	1.90672094682894	61.97731134910768	0.0005308620768599388	poorsig	10	0		0	0	.	0	0	.
7	99919105	101139247	rs140367586+rs17881696+rs7808970	51	1220.142	HR	ACHE	2.0	37.0	coloc	101127104	101139247	231.366	rs17881696	SERPINE1	protein_coding	0.0	.	.	.	.	-25.075779079777192	0.0	87.0109342011786	1.956110425985344	63.89126554738675	0.0035991624461257795	poorsig	2	0		0	0	.	0	0	.
7	108526071	108763669	rs17156495	3	237.598	JT	DNAJB9	0.0	1.0	poorsig	108526071	108569666	237.598	rs17156495	PNPLA8	protein_coding	0.0	.	.	.	.	-25.11271502694734	0.0	87.38126474830821	1.956110425985344	64.22466014734621	0.14578185504579502	poorsig	3	0		0	0	.	0	0	.
7	108526071	108763669	rs17156495	3	237.598	JT	DNAJB9	0.0	1.0	poorsig	108569597	108569750	194.072	rs17156495	THAP5	protein_coding	0.0	.	.	.	.	-24.84728481352838	0.0	88.18989231068268	1.956110425985344	65.29871792313965	0.42673752839630097	poorsig	0	0		0	0	.	0	0	.
7	108526071	108763669	rs17156495	3	237.598	JT	DNAJB9	0.0	1.0	poorsig	108569874	108574850	193.795	rs17156495	DNAJB9	protein_coding	1.0	signet	mindist	.	signet+	-24.8455450041988	0.0	88.18989231068268	1.956110425985344	65.30045773246923	0.4274806165579041	mindist	0	0		0	0	.	0	0	.
7	116524994	117230176	rs3807989+rs41748+rs9920	4	705.182	PR+QT	CAPZA2	1.0	4.0	coloc	116524994	116561179	21.193	rs3807989	CAV1	protein_coding	1.0	signet	.	coloc	signet+	-23.92570114640409	2.425762480924711	88.18989231068268	1.956110425985344	68.64606407118865	0.9968926252158079	coloc	26	12	CACNA1C:omim;CAV3:omim;CAVIN2;ESD;FNDC4;GJA1;IGFBP3;KCNH2:exome,omim;NR3C2;SNTA1:omim;STK38;STRN	1	1	SREBF1	0	0	.
7	116524994	117230176	rs3807989+rs41748+rs9920	4	705.182	HR+PR+QT	CAPZA2	1.0	4.0	coloc	116672196	116798377	112.158	rs9920	MET	protein_coding	0.0	.	.	.	.	-24.326658778744576	0.0	85.22321962473933	1.956110425985344	62.8526712719801	0.003038154525426205	poorsig	20	7	CALM1:omim;ID2;LAPTM4B:coloc;SCAP;SOCS6;TBX5;TNS3	1	1	MITF	0	0	.
7	116524994	117230176	rs3807989+rs41748+rs9920	4	705.182	HR	CAPZA2	1.0	4.0	coloc	116811070	116922049	4.551	rs41748	CAPZA2	protein_coding	0.0	.	mindist	.	.	-23.908126268856883	0.0	80.5008094627162	1.906857491251977	58.4995406851113	3.9090323642464465e-05	mindist	21	2	GJA1;PCDH7	0	0	.	0	0	.
7	116524994	117230176	rs3807989+rs41748+rs9920	4	705.182	HR	CAPZA2	1.0	4.0	coloc	116953238	117230176	146.719	rs41748	ST7	protein_coding	0.0	.	.	.	.	-24.54470021688568	0.0	80.87702765146888	1.906857491251977	58.23918492583518	3.012993512326931e-05	poorsig	18	1	SENP2:exome	0	0	.	0	0	.
7	127252941	127431924	rs11563648	2	178.983	HR	ZNF800	0.0	1.0	poorsig	127252941	127253093	77.051	rs11563648	GRM8	protein_coding	1.0	signet	.	.	signet+	-24.127128352613205	0.0	88.18989231068268	1.956110425985344	66.01887438405481	0.6602634336728486	poorsig	0	0		0	0	.	0	0	.
7	127252941	127431924	rs11563648	2	178.983	HR	ZNF800	0.0	1.0	poorsig	127373565	127431924	43.573	rs11563648	ZNF800	protein_coding	0.0	.	mindist	.	.	-23.98296917517824	0.0	87.38126474830821	1.956110425985344	65.35440599911533	0.3397365663271515	mindist	3	0		0	0	.	0	0	.
7	131110096	131496632	rs138186803+rs2129561	1	386.536	HR+PR	MKLN1	0.0	1.0	poorsig	131110096	131496632	168.916	rs2129561	MKLN1	protein_coding	1.0	signet	mindist	.	signet+	-24.68742234685164	0.0	88.18989231068268	1.956110425985344	65.45858038981638	1.0	mindist	3	0		0	0	.	0	0	.
7	136868652	137020255	rs73158705	1	151.603	HR	CHRM2	0.0	1.0	poorsig	136868652	137020255	22.701	rs73158705	CHRM2	protein_coding	1.0	signet	mindist	.	signet+	-23.928389105797333	0.0	88.18989231068268	1.956110425985344	66.21761363087069	1.0	mindist	3	2	SH3GL2;TMEM8B	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150716606	150724284	231.84	rs1805123	GIMAP1	protein_coding	0.0	.	.	.	.	-25.07860179421962	0.0	82.43844083805206	1.956110425985344	59.31594946981778	1.281868841746916e-06	poorsig	2	1	SCN3B:omim	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150716668	150743646	231.778	rs1805123	GIMAP1-GIMAP5	protein_coding	0.0	.	.	.	.	-25.078232702969043	0.0	82.06451196005202	1.956110425985344	58.94238968306831	8.822844749560495e-07	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150722253	150750033	226.193	rs1805123	GIMAP5	protein_coding	0.0	.	.	.	.	-25.04483198806527	0.0	82.43844083805206	1.956110425985344	59.34971927597213	1.325896523164357e-06	poorsig	2	1	SCN3B:omim	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150800352	150801360	148.094	rs1805123	TMEM176B	protein_coding	0.0	.	.	.	.	-24.55353714123866	0.0	82.43844083805209	1.956110425985344	59.84101412279877	2.167086630074101e-06	poorsig	2	1	PRKCA:coloc	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150800403	150805118	148.043	rs1805123	TMEM176A	protein_coding	0.0	.	.	.	.	-24.553209296403978	0.0	81.92023483148336	1.956110425985344	59.32313596106472	1.2911141618739223e-06	poorsig	4	1	LITAF:coloc	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150824627	150861504	123.819	rs1805123	AOC1	protein_coding	0.0	.	.	.	.	-24.398916900915136	0.0	82.06451196005202	1.956110425985344	59.62170548512222	1.7403305405863585e-06	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150955804	150978321	4.923	rs2072413	KCNH2	protein_coding	1.0	signet	mindist	omim,exome	signet+	-23.908272109086653	6.64536699267558	88.18989231068268	1.956110425985344	72.88309762025695	0.9999566391500005	omim	10	10	ALG10B;ATP1B1;CACNB2:omim;CAV1:coloc;CAV3:omim;KCND3:omim;KCNE1:omim;RFFL:coloc;RNF207:exome;TTN:exome	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	150991017	151014588	20.895	rs3807375	NOS3	protein_coding	0.0	.	.	.	.	-23.925191011148165	0.0	83.78857637895403	1.9741527886832344	61.8375381564891	1.5957161612963846e-05	poorsig	14	6	ATP1B1;CALM1:omim;CALM2:omim;CALM3:omim;CAV1:coloc;CAV3:omim	1	1	SP3	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151012785	151024499	42.663	rs3807375	ATG9B	protein_coding	0.0	.	.	.	.	-23.97995121155048	0.0	82.06451196005202	1.956110425985344	60.04067117448688	2.6459779978376722e-06	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151028422	151047782	58.3	rs3807375	ABCB8	protein_coding	0.0	.	.	.	.	-24.038981364318587	0.0	82.43844083805209	1.956110425985344	60.35556989971885	3.6253088172226608e-06	poorsig	2	1	SCN3B:omim	0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151048292	151052756	78.17	rs3807375	ASIC3	protein_coding	0.0	.	.	.	.	-24.132886078453247	0.0	82.06451196005202	1.956110425985344	59.88773630758411	2.2707402587330713e-06	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151053815	151057897	83.693	rs3807375	CDK5	protein_coding	0.0	.	.	.	.	-24.162006959344108	0.0	79.25297735214109	1.956110425985344	57.04708081878232	1.3258257696506036e-07	poorsig	10	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151057210	151076526	87.088	rs3807375	SLC4A2	protein_coding	0.0	.	.	.	.	-24.18045039984744	0.0	81.80524166546988	1.9744883951880727	59.59927966081053	1.7017365619830793e-06	poorsig	1	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151080794	151080866	110.672	rs3807375	FASTK	protein_coding	0.0	.	.	.	.	-24.317600948081548	0.0	81.80524166546988	1.956110425985344	59.44375114337368	1.4566229656492448e-06	poorsig	1	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151083091	151083493	112.969	rs3807375	TMUB1	protein_coding	0.0	.	.	.	.	-24.33161827289044	0.0	82.06451196005202	1.956110425985344	59.68900411314692	1.8614833856905644e-06	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151085831	151144436	115.709	rs3807375	AGAP3	protein_coding	0.0	.	.	.	.	-24.34845379080442	0.0	81.0318768879601	1.956110425985344	58.63953352314102	6.517482567188742e-07	poorsig	4	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151167694	151174745	197.572	rs3807375	GBX1	protein_coding	0.0	.	.	.	.	-24.869220381402595	0.0	82.06451196005202	1.956110425985344	59.15140200463476	1.0873804865888513e-06	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151187250	151187832	217.128	rs3807375	ASB10	protein_coding	0.0	.	.	.	.	-24.989990655156888	0.0	81.80524166546985	1.956110425985344	58.77136143629831	7.435873851935406e-07	poorsig	1	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	JT+QT	KCNH2	1.0	14.0	omim	151190873	151205496	220.751	rs3807375	IQCA1L	protein_coding	0.0	.	.	.	.	-25.01200061444231	0.0	81.80524166546988	1.956110425985344	58.74935147701291	7.27399854054024e-07	poorsig	1	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	QT	KCNH2	1.0	14.0	omim	151207837	151210488	237.715	rs3807375	H2BE1	protein_coding	0.0	.	.	.	.	-25.113404793613924	0.0	82.06451196005202	1.956110425985344	58.90721759242344	8.517920696372496e-07	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	QT	KCNH2	1.0	14.0	omim	151207837	151227166	237.715	rs3807375	ABCF2-H2BE1	protein_coding	0.0	.	.	.	.	-25.113404793613924	0.0	82.06451196005202	1.956110425985344	58.90721759242344	8.517920696372496e-07	poorsig	0	0		0	0	.	0	0	.
7	150716606	151227205	rs1805123+rs2072413+rs3807375	22	510.599	QT	KCNH2	1.0	14.0	omim	151211484	151227205	241.362	rs3807375	ABCF2	protein_coding	0.0	.	.	.	.	-25.13483694247204	0.0	80.01100543426152	1.956110425985344	56.83227891777483	1.0695452805359184e-07	poorsig	8	0		0	0	.	0	0	.
7	151877115	151877125	locus_PRKAG2	1	0.01		PRKAG2	1.0	1.0	.	151877115	151877125	0.005		PRKAG2	omim	1.0	signet	mindist	omim	signet+	-23.907268773010315	2.6845129491943647	88.18989231068268	1.956110425985344	68.92324691285208	1.0	.	3	0		0	0	.	0	0	.
8	3409607	4994972	rs2134953	1	1585.365	JT	CSMD1	0.0	0.0	poorsig	3409607	4994972	775.946	rs2134953	CSMD1	protein_coding	1.0	signet	mindist	.	signet+	-27.16299217406202	0.0	88.18989231068268	1.956110425985344	62.983010562606005	1.0	mindist	0	0		0	0	.	0	0	.
8	38225218	38474800	rs881301	5	249.582	PR	FGFR1	0.0	3.0	poorsig	38225218	38275558	249.582	rs881301	DDHD2	protein_coding	0.0	.	.	.	.	-25.182651336182968	0.0	83.99750646510603	1.90672094682894	60.721576075752	0.0039235013116988545	poorsig	1	0		0	0	.	0	0	.
8	38225218	38474800	rs881301	5	249.582	PR	FGFR1	0.0	3.0	poorsig	38269140	38269243	205.66	rs881301	PLPP5	protein_coding	0.0	.	.	.	.	-24.919553677585423	0.0	84.26131921424897	1.90672094682894	61.248486483492485	0.006645200432696843	poorsig	0	0		0	0	.	0	0	.
8	38225218	38474800	rs881301	5	249.582	PR	FGFR1	0.0	3.0	poorsig	38382271	38382272	92.529	rs881301	NSD3	protein_coding	0.0	.	.	.	.	-24.210788301508853	0.0	81.65685369347447	1.90672094682894	59.35278633879456	0.0009981963385023883	poorsig	9	0		0	0	.	0	0	.
8	38225218	38474800	rs881301	5	249.582	PR	FGFR1	0.0	3.0	poorsig	38386207	38409527	88.593	rs881301	LETM2	protein_coding	0.0	.	.	.	.	-24.18874932373385	0.0	84.26131921424897	1.90672094682894	61.97929083734406	0.013800422511860411	poorsig	0	0		0	0	.	0	0	.
8	38225218	38474800	rs881301	5	249.582	PR	FGFR1	0.0	3.0	poorsig	38467707	38468834	7.093	rs881301	FGFR1	protein_coding	1.0	signet	mindist	.	signet+	-23.90935044687761	0.0	88.18989231068268	1.956110425985344	66.23665228979041	0.9746326794052413	mindist	22	11	CACNA1C:omim;CDH11:coloc;CDH2;CREBBP;FGF9;FLRT2:coloc;ID2;LITAF:coloc;OBSCN;SCN3B:omim;SPATS2L:coloc	0	0	.	0	0	.
8	70071252	70403808	rs16936870	2	332.556	QT	NCOA2	0.0	2.0	poorsig	70071252	70071693	205.855	rs16936870	PRDM14	protein_coding	0.0	.	.	.	.	-24.92076075045559	0.0	87.11677188251872	1.956110425985344	64.15212155804848	0.21137344475784256	poorsig	8	2	AKAP9:omim;STRN	0	0	.	0	0	.
8	70071252	70403808	rs16936870	2	332.556	QT	NCOA2	0.0	2.0	poorsig	70109782	70403808	167.325	rs16936870	NCOA2	protein_coding	1.0	signet	mindist	.	signet+	-24.677214733289425	0.0	88.18989231068268	1.956110425985344	65.46878800337859	0.7886265552421574	mindist	4	2	CREBBP;NR3C2	0	0	.	0	0	.
8	97644184	98093610	rs11779860	5	449.426	QT	MATN2	1.0	5.0	coloc	97644184	97730260	193.918	rs11779860	MTDH	protein_coding	0.0	.	.	.	.	-24.846317621798374	0.0	86.17081505754587	1.956110425985344	63.28060786173283	0.004874415698055881	poorsig	27	6	CREBBP;CRIM1;OBSCN;PCDH7;PPFIA2;TBX5	0	0	.	0	0	.
8	97644184	98093610	rs11779860	5	449.426	QT	MATN2	1.0	5.0	coloc	97775057	97853013	63.045	rs11779860	LAPTM4B	protein_coding	1.0	signet	.	coloc	signet+	-24.059671370557734	2.425762480924711	88.18989231068268	1.956110425985344	68.512093847035	0.9118597777257691	coloc	1	0		0	0	.	0	0	.
8	97644184	98093610	rs11779860	5	449.426	QT	MATN2	1.0	5.0	coloc	97868840	98036724	30.738	rs11779860	MATN2	protein_coding	0.0	.	mindist	.	.	-23.9456566251644	0.0	87.65049717960348	1.956110425985344	65.66095098042442	0.052685662470489274	mindist	2	0		0	0	.	0	0	.
8	97644184	98093610	rs11779860	5	449.426	QT	MATN2	1.0	5.0	coloc	98045548	98046469	207.446	rs11779860	RPL30	protein_coding	0.0	.	.	.	.	-24.930597463241867	0.0	84.0330337124442	1.956110425985344	61.05854667518767	0.0005283158644131162	poorsig	27	3	CACNA1C:omim;CAV3:omim;SKI:coloc	0	0	.	0	0	.
8	97644184	98093610	rs11779860	5	449.426	QT	MATN2	1.0	5.0	coloc	98064568	98093610	226.466	rs11779860	ERICH5	protein_coding	0.0	.	.	.	.	-25.04647161628621	0.0	88.18989231068268	1.956110425985344	65.09953112038181	0.030051828241272737	poorsig	1	0		0	0	.	0	0	.
8	102864163	103230305	rs1961102	3	366.142	QT	AZIN1	0.0	2.0	poorsig	102864163	102893864	56.454	rs1961102	AZIN1	protein_coding	1.0	signet	mindist	.	signet+	-24.03126028338193	0.0	88.18989231068268	1.956110425985344	66.1147424532861	0.6686500295125947	mindist	0	0		0	0	.	0	0	.
8	102864163	103230305	rs1961102	3	366.142	QT	AZIN1	0.0	2.0	poorsig	103021063	103073051	100.446	rs1961102	ATP6V1C1	protein_coding	0.0	.	.	.	.	-24.25644433024158	0.0	86.84594391360991	1.956110425985344	64.54561000935368	0.1392301549077706	poorsig	5	0		0	0	.	0	0	.
8	102864163	103230305	rs1961102	3	366.142	QT	AZIN1	0.0	2.0	poorsig	103140725	103230305	220.108	rs1961102	BAALC	protein_coding	0.0	.	.	.	.	-25.0081031434989	0.0	87.91959358921665	1.956110425985344	64.86760087170309	0.1921198155796347	poorsig	1	0		0	0	.	0	0	.
8	105503826	106752694	rs12678719	1	1248.868	PR	OXR1	0.0	0.0	poorsig	106270144	106752694	766.318	rs12678719	OXR1	protein_coding	1.0	signet	mindist	.	signet+	-27.138995134909003	0.0	88.18989231068268	1.956110425985344	63.00700760175902	1.0	mindist	0	0		0	0	.	0	0	.
